title;main_story_length;mainextra_length;completionist_length;combined_length;platform
Star Wars: The Force Unleashed - Tatooine DLC;0.6166666666666667;0.8333333333333334;0.5333333333333333;0.6166666666666667;Xbox 360
Tenchu Z;20.5;12;63;28.5;Xbox 360
Texas Hold 'em;;;;;Xbox 360
The Bigs;3.5;10;46.5;12.5;Xbox 360
The Dishwasher: Dead Samurai;;;;;Xbox 360
The Dishwasher: Vampire Smile;4.5;4.5;;4.5;Xbox 360
The Gunstringer;6;14;;7;Xbox 360
The Incredible Hulk (2008);8.5;10;24;11;Xbox 360
The Outfit;;10.5;;10.5;Xbox 360
Thrillville: Off the Rails;8;32;11;11;Xbox 360
Tiger Woods PGA Tour 09;;;;;Xbox 360
Time Pilot;1.5;;;1.5;Xbox 360
Tony Hawk's American Wasteland;12;13.5;15;13;Xbox 360
Top Spin 3;;;;;Xbox 360
Top Spin 4;20;;;;Xbox 360
Toy Soldiers: Cold War;4;8;11.5;5;Xbox 360
Transformers: Dark of the Moon (PS3/360);5;6.5;7;6;Xbox 360
Transformers: The Game;5;17.5;18.5;6.5;Xbox 360
Trials HD;5;10.5;18;9.5;Xbox 360
Trouble Witches Neo!;;6;;6;Xbox 360
Two Worlds;17.5;28;64;30;Xbox 360
UFC Undisputed 2010;67.5;;;;Xbox 360
Ultimate Marvel vs. Capcom 3;0.5333333333333333;8;90;3;Xbox 360
Unbound Saga;3;3;;3;Xbox 360
Undertow;4;;;4;Xbox 360
Uno;6;8;11;10;Xbox 360
Up;4.5;7;8;6.5;Xbox 360
Vampire Rain;11;;;11;Xbox 360
Vandal Hearts: Flames of Judgment;12;13.5;12;12.5;Xbox 360
Virtua Tennis 2009;30;;72;51;Xbox 360
Virtua Tennis 3;17;16.5;;17;Xbox 360
Voltron: Defender of the Universe;3;;4;3.5;Xbox 360
WALL-E (PS3/360/Wii);7;;;7;Xbox 360
Wanted: Weapons of Fate;5;7;14.5;6.5;Xbox 360
Warriors Orochi;10;9.5;42;15.5;Xbox 360
Warriors Orochi 2;17.5;30;47.5;30;Xbox 360
WarTech: Senko no Ronde;0.9166666666666666;;101;13.5;Xbox 360
Way of the Samurai 3;7.5;23;73;22;Xbox 360
Where the Wild Things Are;4.5;7;13.5;8;Xbox 360
Who Wants to Be a Millionaire?;0.25;4;;0.8333333333333334;Xbox 360
Worms (2007);3;;4;3.5;Xbox 360
WWE All Stars;3.5;11;28;10;Xbox 360
WWE Legends of WrestleMania;5;9.5;15.5;11;Xbox 360
X-Men (Arcade/PSN/XBLA);0.75;3;8;1.5;Xbox 360
Your Shape: Fitness Evolved;7;;14;10.5;Xbox 360
GripShift;;;;;Xbox 360
GripShift;;;;;PlayStation 3
Dynasty Warriors 8;22;71.5;110.5;38.5;Xbox 360
Narco Terror;3;4.5;;3.5;Xbox 360
Techno Kitten Adventure;6;8;;7;Xbox 360
Fast & Furious: Showdown;4;4.5;;4.5;Xbox 360
Metro: Last Light - Faction Pack DLC;2;2.5;2.5;2.5;Xbox 360
Charlie Murder;6;;22.5;9;Xbox 360
PowerUp Heroes;;6;;6;Xbox 360
Dead or Alive 5 Ultimate;4.5;9;50;7.5;Xbox 360
Darkstalkers Resurrection;;;;;Xbox 360
Wipeout 2;;;;;Xbox 360
Dragon Ball: Raging Blast;17;;58;24.5;Xbox 360
Dragon Ball: Raging Blast 2;11;15.5;;11.5;Xbox 360
Tiger Woods PGA Tour 11;15;;;;Xbox 360
SpongeBob SquarePants: Plankton's Robotic Revenge;2.5;;;2.5;Xbox 360
Borderlands 2: Game of the Year Edition;34.5;77.5;200.5;76.5;Xbox 360
Call of Duty Classic;8.5;12;14.5;9.5;Xbox 360
Just Dance 2014;6;11;;6.5;Xbox 360
Midway Arcade Origins;6;;;;Xbox 360
The History Channel: Battle for the Pacific;3;6;;3.5;Xbox 360
Skylanders: Swap Force;8.5;12.5;18;11;Xbox 360
dodonpachi DAI-OU-JOU Black Label EXTRA;0.5333333333333333;4;;1;Xbox 360
DoDonPachi SaiDaiOuJou;0.5833333333333334;;;0.5833333333333334;Xbox 360
Grand Theft Auto IV: The Complete Edition;92.5;;;;Xbox 360
Import Tuner Challenge;;;;;Xbox 360
Sleeping Dogs: Zodiac Tournament DLC;0.9166666666666666;1;1;0.9833333333333333;Xbox 360
Marvel vs. Capcom Origins;4;2.5;;3;Xbox 360
Warriors: Legends of Troy;7;10;;9;Xbox 360
Wolf of the Battlefield: Commando 3;0.8333333333333334;2;;1;Xbox 360
Dragon Ball Z: Battle of Z;10;16;32.5;14.5;Xbox 360
El Chavo Kart;3;;;3;Xbox 360
Fable II: See the Future DLC;;;;;Xbox 360
Castlevania: Lords of Shadow - Reverie DLC;2;;4;2.5;Xbox 360
Castlevania: Lords of Shadow - Resurrection DLC;2;;4.5;2;Xbox 360
Small Arms;;;;;Xbox 360
Kingdoms of Amalur: Reckoning - Legend of Dead Kel DLC;5;6;10;8;Xbox 360
Kingdoms of Amalur: Reckoning - Teeth of Naros DLC;;8;7;7;Xbox 360
Fable II: Knothole Island DLC;;;;;Xbox 360
Assassin's Creed III: The Tyranny of King Washington - The Redemption DLC;2;2.5;3.5;3;Xbox 360
I MAED A GAM3 W1TH Z0MBIES 1N IT!!!1;;;;;Xbox 360
Mutant Storm Empire;;;;;Xbox 360
Motocross Madness (2013);;;12;12;Xbox 360
Space Chimps;;2.5;;2.5;Xbox 360
Defense Grid: The Awakening - Borderlands DLC;;3;5;4;Xbox 360
Hardwood Backgammon;;;;;Xbox 360
Game of Thrones: Episode 1 - Iron From Ice;2;2;2.5;2;Xbox 360
Watch Dogs: Conspiracy DLC;1;1.5;0.55;1;Xbox 360
Game of Thrones: Episode 5 - A Nest of Vipers;1.5;1.5;1.5;1.5;Xbox 360
Assassin's Creed III: The Tyranny of King Washington - The Infamy DLC;;;2.5;2.5;Xbox 360
Battleship (2012);4;6;6.5;5;Xbox 360
Comic Jumper: The Adventures of Captain Smiley;5;6.5;9;7.5;Xbox 360
Darksiders II: Abyssal Forge DLC;1.5;1.5;1.5;1.5;Xbox 360
Darksiders II: Argul's Tomb DLC;1.5;1.5;1.5;1.5;Xbox 360
Dead Island: Ryder White DLC;2.5;3.5;4;3;Xbox 360
Dead or Alive Xtreme 2;1;;;1;Xbox 360
Destroy All Humans! Path of the Furon;9;15;16;12;Xbox 360
Doritos Crash Course 2;;;9;9;Xbox 360
Duke Nukem Forever: The Doctor Who Cloned Me DLC;3;4;5;3.5;Xbox 360
Fallout 3: The Pitt DLC;3;4;5;4;Xbox 360
Half-Minute Hero: Super Mega Neo Climax;4;13;22;9;Xbox 360
Harms Way;2;;3.5;3.5;Xbox 360
IL-2 Sturmovik: Birds of Prey;7;;;7;Xbox 360
Iron Man 2 (PS3/360);4.5;5;6;5;Xbox 360
Kinect Disneyland Adventures;;;;;Xbox 360
Kingdom Under Fire: Circle of Doom;9;;151.5;74;Xbox 360
Lego Rock Band (Console);7.5;29;107.5;17;Xbox 360
Magic Sword;1;1;;1;Xbox 360
Mass Effect 3: Leviathan DLC;2.5;3;3;2.5;Xbox 360
Mortal Kombat (Original);1;15;3;2.5;Xbox 360
NHL 08;15;;;;Xbox 360
Portal: Still Alive;3;6;11.5;3.5;Xbox 360
Pro Evolution Soccer 2008;67;361;;;Xbox 360
Pro Evolution Soccer 2010;90;306.5;;;Xbox 360
Pro Evolution Soccer 2011;386;548;35;;Xbox 360
Rock Band Blitz;2.5;4.5;30;6;Xbox 360
Scene It? Box Office Smash;2;4.5;29;5;Xbox 360
South Park Let's Go Tower Defense Play!;4;;7.5;5;Xbox 360
Track & Field;0.75;;;;Xbox 360
UFC Undisputed 3;5;;;5;Xbox 360
WWE SmackDown vs. Raw 2008;9.5;31;45.5;20;Xbox 360
X-Men: Destiny (Console);5;8;11.5;6.5;Xbox 360
Yaris;;;50;50;Xbox 360
Arkadian Warriors;;8;24;21.5;Xbox 360
Fruit Ninja Kinect;;;7;7;Xbox 360
Ben 10 Ultimate Alien: Cosmic Destruction;7.5;9;11;8.5;Xbox 360
Tapper;;;;;Xbox 360
Burnout Paradise - Big Surf Island;8;;10;9;Xbox 360
Pro Evolution Soccer 2007;64;;;;Xbox 360
007 Legends: Skyfall DLC;0.5;;;0.5;Xbox 360
2010 FIFA World Cup South Africa;7;;;;Xbox 360
50 Cent: Blood on the Sand;6;7.5;8.5;7;Xbox 360
AC/DC Live: Rock Band Track Pack;4;;;4;Xbox 360
Akai Katana Shin;0.5333333333333333;;;0.5333333333333333;Xbox 360
Angry Birds Rio;6.5;6;10;7;Xbox 360
Angry Birds Trilogy;26.5;3;;22;Xbox 360
Assault Heroes 2;;5.5;;5.5;Xbox 360
Bankshot Billiards 2;;;14;14;Xbox 360
Bee Movie Game;5;5.5;;5;Xbox 360
Blackwater;1.5;;;1.5;Xbox 360
Blood Drive;;;50;50;Xbox 360
Bloodforge;6;;;6;Xbox 360
Bodycount;6;7.5;;6;Xbox 360
Bolt;6;;;6;Xbox 360
Boom Boom Rocket;1.5;2;3.5;2;Xbox 360
Burnout Crash!;;11;7.5;9;Xbox 360
Cabela's Big Game Hunter (2007);;;;;Xbox 360
Carcassonne;6;4;10;6.5;Xbox 360
Crimson Alliance;8;8.5;;8;Xbox 360
CSI: Fatal Conspiracy;8;9;11.5;10;Xbox 360
Dance Central;10;13.5;;11.5;Xbox 360
Dance Central 2;10.5;21;;12.5;Xbox 360
Dance Central 3;10.5;;;10.5;Xbox 360
Dash of Destruction;0.9666666666666667;0.9833333333333333;1;0.9833333333333333;Xbox 360
Deadliest Warrior: The Game;0.6333333333333333;;;0.6333333333333333;Xbox 360
Dragon Ball Z: Budokai HD Collection;23.5;;;;Xbox 360
Dynasty Warriors: Gundam;8.5;32;55.5;29;Xbox 360
Every Extend Extra Extreme;;;;;Xbox 360
Fable Heroes;2;6;25;6.5;Xbox 360
Fable II Pub Games;;;;;Xbox 360
Fairytale Fights;12;20;;15;Xbox 360
Fancy Pants Adventures;;2;;2;Xbox 360
Fantastic Four: Rise of the Silver Surfer;5.5;10;;7.5;Xbox 360
FIFA 10;94;40;;;Xbox 360
FIFA 13;126;106.5;147.5;;Xbox 360
FIFA Street (2012);7.5;7.5;;;Xbox 360
G.I. Joe: The Rise of Cobra;5;;;5;Xbox 360
Green Day: Rock Band;7.5;16;32;11.5;Xbox 360
Happy Feet Two: The Video Game;4;5;5.5;4.5;Xbox 360
Hour of Victory;5.5;7;;6;Xbox 360
Iron Man;4.5;5;9;5.5;Xbox 360
Joe Danger: Special Edition;6;13.5;;9;Xbox 360
Joy Ride Turbo;2;;;2;Xbox 360
Jumper: Griffin's Story;3.5;3.5;4;3.5;Xbox 360
Jurassic: The Hunted;4.5;5;8.5;4.5;Xbox 360
Just Dance 3;;;20;20;Xbox 360
Kinectimals;6;25;5.5;9;Xbox 360
Kung Fu Panda;5;7.5;14;6;Xbox 360
Kung Fu Panda 2;5;6;12.5;8;Xbox 360
"L.A. Noire: ""The Consul's Car"" Traffic Case DLC";0.6333333333333333;0.7;0.8666666666666667;0.7;Xbox 360
LMA Manager 2007;24;;;;Xbox 360
Madden NFL Arcade;;;;;Xbox 360
Monopoly (2008);2.5;;12;4.5;Xbox 360
Monopoly Streets;2;7;15;6;Xbox 360
Mushihime-sama Futari;0.8833333333333333;;;0.8833333333333333;Xbox 360
NBA 2K6;0.5666666666666667;;;;Xbox 360
NBA 2K7;9.5;;;;Xbox 360
NCAA Football 08;12;;;;Xbox 360
NCAA Football 10;;;;;Xbox 360
NCAA Football 13;21;;;;Xbox 360
NFL Blitz (2012);;;;;Xbox 360
NHL 07;8;;1;;Xbox 360
NHL 11;;100;;;Xbox 360
NHL 2K6;2.5;;;;Xbox 360
Onechanbara: Bikini Samurai Squad;5;31.5;44;18;Xbox 360
Operation Darkness;;54.5;;54.5;Xbox 360
OutRun Online Arcade;0.25;;;0.25;Xbox 360
PocketBike Racer;;;4;4;Xbox 360
Prison Break: The Conspiracy;5.5;8;17.5;8.5;Xbox 360
Pro Evolution Soccer 2013;107.5;562.5;;;Xbox 360
Project Sylpheed;5;15;;6;Xbox 360
Raiden IV;0.8333333333333334;;;0.8333333333333334;Xbox 360
Rango;4.5;9;8;6;Xbox 360
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 1;1;;2;1.5;Xbox 360
Risk: Factions;2;3;9.5;3;Xbox 360
Rock Band 3;9.5;26;137;25;Xbox 360
Rock Revolution;5;;;5;Xbox 360
Rumble Roses XX;;96;141.5;122.5;Xbox 360
Samurai Shodown: Sen;0.3333333333333333;3.5;;2;Xbox 360
Samurai Shodown: Sen;0.3333333333333333;3.5;;2;PlayStation 3
Saw: The Video Game;6;7.5;8.5;6.5;Xbox 360
Scene It? Lights, Camera, Action;2;3.5;;3.5;Xbox 360
SEGA Rally Online Arcade;0.3333333333333333;;5.5;4.5;Xbox 360
Serious Sam: Double D;2.5;4;8.5;3;Xbox 360
Shoot 1UP;0.3333333333333333;;;0.3333333333333333;Xbox 360
Skylanders: Giants;11;18;25;12.5;Xbox 360
Skylanders: Spyro's Adventure;9.5;16;17;13;Xbox 360
Super Street Fighter IV;2;20;128.5;7.5;Xbox 360
Superman Returns;7;;22.5;19;Xbox 360
Superman Returns (Console);6;13;20;9.5;Xbox 360
Swarm (2011);;5;;5;Xbox 360
Swarm;;5;;5;PlayStation 3
Tetris Splash;;;;;Xbox 360
The Bigs 2;6;;;6;Xbox 360
The Elder Scrolls IV: Mehrunes' Razor;3.5;3.5;3;3.5;Xbox 360
The Elder Scrolls IV: Orrery;2.5;3;2;2.5;Xbox 360
The History Channel: Civil War - A Nation Divided;9;10;;9.5;Xbox 360
The King of Fighters XII;5;;;5;Xbox 360
The Spiderwick Chronicles;4;8;;5;Xbox 360
TNA Impact!;8;33;45;12;Xbox 360
Tony Hawk's Proving Ground (PS3/360);;;;;Xbox 360
Tornado Outbreak;5.5;9;;7;Xbox 360
Trials Evolution;8.5;23;39;16;Xbox 360
UEFA Euro 2008;;;;;Xbox 360
Virtua Fighter 5 Final Showdown;0.36666666666666664;5;2;2;Xbox 360
Virtua Fighter 5 Online;;;;;Xbox 360
Viva Piñata: Party Animals;;;9;9;Xbox 360
Worms 2: Armageddon;11;15;;13;Xbox 360
WWE SmackDown vs. Raw 2007;9;;49;28.5;Xbox 360
Zoids Assault;11;;13;12;Xbox 360
Quiet, Please!;0.2833333333333333;;;0.2833333333333333;Xbox 360
Pure Football;3;;;3;Xbox 360
Race Pro;;;;;Xbox 360
College Hoops 2K6;1.5;;;;Xbox 360
Attack Of The Movies 3D;0.85;;;0.85;Xbox 360
Wipeout 3 (2012);1.5;;;1.5;Xbox 360
WRC 3: FIA World Rally Championship;13.5;21;;15;Xbox 360
Haunt;5;3;;4;Xbox 360
Cars Mater-National Championship;4;5;6;5;Xbox 360
Dungeon Fighter Live: Fall of Hendon Myre;;8.5;30;19;Xbox 360
Grand Theft Auto Online;30.5;28;67;;Xbox 360
Alien Breed: Evolution;;12;;12;Xbox 360
Backyard Sports: Rookie Rush;4.5;;;;Xbox 360
Truth or Lies;;;1.5;1.5;Xbox 360
Deep Black: Episode 1;;5;7;6;Xbox 360
Cabela's Big Game Hunter 2012;4;5;;4;Xbox 360
CellFactor: Psychokinetic Wars;5;;;5;Xbox 360
Islands of Wakfu;;8;;8;Xbox 360
Matt Hazard: Blood Bath and Beyond;2.5;;;2.5;Xbox 360
Matt Hazard: Blood Bath and Beyond;2.5;;;2.5;PlayStation 3
Wheel of Fortune (2012);;;29;29;Xbox 360
Mayhem 3D;5.5;6;9.5;6;Xbox 360
Polar Panic;3.5;;;3.5;Xbox 360
Uno Rush;;;;;Xbox 360
Golf: Tee It Up!;;;;;Xbox 360
The Smurfs 2;3;;;3;Xbox 360
Tiger Woods PGA Tour 07;10;3;;;Xbox 360
Rambo: The Video Game;3;5.5;8.5;4.5;Xbox 360
New Rally-X;;;3;3;Xbox 360
Sleeping Dogs: Dragon Master Pack DLC;;;0.8166666666666667;0.8166666666666667;Xbox 360
Sleeping Dogs: The SWAT Pack DLC;;;0.75;0.75;Xbox 360
2014 FIFA World Cup Brazil;45;;;;Xbox 360
Call of Duty: Modern Warfare 3 - Collection 1 DLC;;;1.5;1.5;Xbox 360
Call of Duty: Modern Warfare 3 - Collection 2 DLC;;;1.5;1.5;Xbox 360
Call of Duty: Modern Warfare 3 - Collection 3 DLC;;;2;2;Xbox 360
Rock of the Dead;;7;;7;Xbox 360
Major League Baseball 2K6;8;;;;Xbox 360
Mad Tracks;;;14.5;14.5;Xbox 360
International Cricket 2010;13;;;;Xbox 360
Backyard Sports: Sandlot Sluggers;8;;;8;Xbox 360
Backyard Football '10;1;;;;Xbox 360
Kinect Fun Labs: Micro Lab Challenge;;;0.9;0.9;Xbox 360
Nicktoons MLB;;;;;Xbox 360
Buku Sudoku;;;;;Xbox 360
A World of Keflings - It Came From Outer Space;;;4;4;Xbox 360
Tiger Woods PGA Tour 08;;;;;Xbox 360
Kinect Fun Labs: Air Band;0.43333333333333335;;;;Xbox 360
Kinect Fun Labs: Build a Buddy;0.7833333333333333;;;;Xbox 360
Kinect Fun Labs: Googly Eyes;0.75;;;;Xbox 360
Kinect Fun Labs: Junk Fu;0.4166666666666667;;;;Xbox 360
Kinect Fun Labs: Kinect Me;0.43333333333333335;;;;Xbox 360
Kinect Fun Labs: Battle Stuff;0.8;;;;Xbox 360
Kinect Fun Labs: Mars Rover Landing;;;2;2;Xbox 360
Kinect Fun Labs: Musical Feet;0.4;;;;Xbox 360
Kinect Rush: Snapshot;;;0.75;0.75;Xbox 360
Kinect Fun Labs: Mutation Station;0.3333333333333333;;;;Xbox 360
Kinect Fun Labs: Bobble Head;0.65;;;;Xbox 360
Double Fine Happy Action Theater;2;;;;Xbox 360
Life Is Strange;18.5;;;;Xbox One
Borderlands 2;31;51;101.5;48;Xbox One
Fallout 4;23.5;69.5;143;68;Xbox One
The Witcher 3: Wild Hunt;45;96.5;162.5;98;Xbox One
The Walking Dead;13.5;;;;Xbox One
Middle-Earth: Shadow of Mordor;15;22.5;30.5;23.5;Xbox One
Brothers: A Tale of Two Sons;3;3.5;4;3;Xbox One
Limbo;3.5;4;6.5;4;Xbox One
Rise of the Tomb Raider;12;18.5;33.5;19.5;Xbox One
Metal Gear Solid V: The Phantom Pain;42.5;79;164.5;79;Xbox One
Wolfenstein: The New Order;12;15.5;24.5;13.5;Xbox One
Saints Row IV;15;23;33.5;23;Xbox One
The Wolf Among Us;10.5;;;;Xbox One
Assassin's Creed IV: Black Flag;22;39;55.5;36.5;Xbox One
Grand Theft Auto V;31;44.5;75.5;42;Xbox One
Never Alone;3;3.5;3.5;3.5;Xbox One
Castle Crashers;7;10.5;54.5;10;Xbox One
Batman: Arkham Knight;15;27;43;26;Xbox One
Thomas Was Alone;3.5;3.5;4;3.5;Xbox One
Alien: Isolation;18.5;23.5;30;20.5;Xbox One
Outlast;5;6;8.5;5.5;Xbox One
Metal Gear Solid V: Ground Zeroes;1.5;6.5;19.5;3;Xbox One
Rogue Legacy;16.5;25;35;21;Xbox One
The Walking Dead: Season 2;9.5;;;;Xbox One
Tomb Raider (2013);11.5;15.5;20;14.5;Xbox One
Child of Light;11;13.5;15;12.5;Xbox One
Deadlight;4;5;6;4.5;Xbox One
Murdered: Soul Suspect;6.5;8.5;11.5;8.5;Xbox One
The Swapper;5;5.5;5.5;5;Xbox One
Borderlands: The Pre-Sequel!;17.5;26.5;43;25;Xbox One
Dragon Age: Inquisition;44;86;122;86;Xbox One
Thief;10;22;39.5;16.5;Xbox One
Ori and the Blind Forest;8;9.5;10;9;Xbox One
Valiant Hearts: The Great War;6;7;9;7;Xbox One
Metro: Last Light Redux;10;16;26;12;Xbox One
Tales from the Borderlands;10;11;11.5;10.5;Xbox One
Metro 2033 Redux;9;12;24.5;10;Xbox One
DmC: Devil May Cry;9;11;38.5;10;Xbox One
Game of Thrones - A Telltale Games Series;12;13;13;12.5;Xbox One
Far Cry Primal;15.5;20.5;26.5;19;Xbox One
Metro: Last Light;10.5;13;31.5;11.5;Xbox One
Far Cry 4;15.5;29;43;29;Xbox One
Shovel Knight;6;7.5;15.5;7;Xbox One
Dark Souls II: Scholar of the First Sin;38.5;64.5;80.5;57.5;Xbox One
Dying Light;15.5;32;50.5;28;Xbox One
Lego Marvel Super Heroes;11;19.5;38.5;22.5;Xbox One
Goat Simulator;1;4.5;8;4.5;Xbox One
The Banner Saga;11;14.5;24.5;12;Xbox One
Warframe;239.5;44;;;Xbox One
Watch Dogs;18.5;33;57.5;26.5;Xbox One
Mad Max (2015);19;37.5;61.5;37;Xbox One
The Incredible Adventures of Van Helsing;12.5;17;22.5;16;Xbox One
Wolfenstein: The Old Blood;6;8.5;15.5;7;Xbox One
Assassin's Creed: Syndicate;16.5;32.5;53;31;Xbox One
Fallout 3;23.5;59;121;54.5;Xbox One
The Evil Within;16;19;38;17.5;Xbox One
Resident Evil: Revelations 2;26.5;9.5;;;Xbox One
Sleeping Dogs: Definitive Edition;13.5;25;36;24;Xbox One
Layers of Fear;2.5;4;6;3;Xbox One
Assassin's Creed: Unity;16.5;31;81;27.5;Xbox One
Strider (2014);5.5;7.5;13.5;6.5;Xbox One
Call of Duty: Advanced Warfare;7;8.5;13.5;7.5;Xbox One
Guacamelee!: Super Turbo Championship Edition;6.5;9;15;8.5;Xbox One
Styx: Master of Shadows;18;24;44.5;25.5;Xbox One
Deadpool;7;10;15.5;8;Xbox One
Just Cause 3;15.5;31;51.5;28.5;Xbox One
Lara Croft and the Temple of Osiris;5;6;11;6;Xbox One
Unravel;5.5;7;10.5;6.5;Xbox One
Call of Duty: Black Ops III;8.5;9.5;13;9;Xbox One
Hand of Fate;13.5;14.5;;14;Xbox One
Final Fantasy Type-0 HD;22.5;33;36.5;27.5;Xbox One
Call of Duty: Ghosts;6;7.5;8.5;6;Xbox One
Contrast;3.5;3.5;4;3.5;Xbox One
Battlefield 4 ;6;7;13;6.5;Xbox One
Tower of Guns;1.5;3;10.5;3;Xbox One
Destiny;11.5;25.5;318.5;36;Xbox One
Rayman Legends;9;14;28;14;Xbox One
State of Decay;16;20.5;36;20.5;Xbox One
Zombie Driver HD;4.5;6.5;19.5;6.5;Xbox One
Diablo III: Ultimate Evil Edition;15.5;30;102;24;Xbox One
Halo 5: Guardians;7.5;11;26.5;8.5;Xbox One
Ryse: Son of Rome;6.5;8;14;7;Xbox One
Saints Row: Gat out of Hell;4;7.5;15.5;6.5;Xbox One
Lords of the Fallen;14.5;20;37;18;Xbox One
The Lego Movie Videogame;8;11;17;11.5;Xbox One
Mortal Kombat X;5;12.5;143.5;7.5;Xbox One
Assassin's Creed Chronicles: China;6;8.5;13;7;Xbox One
Sniper Elite III;8;14.5;26;10;Xbox One
Lego The Hobbit;8;15.5;35;18;Xbox One
Lego Batman 3: Beyond Gotham;10;16;38;22.5;Xbox One
Resident Evil: HD Remaster;10;14;41;12;Xbox One
LEGO Marvel's Avengers;9;14.5;29.5;16.5;Xbox One
Lego Jurassic World;11.5;13;29;18;Xbox One
The Witcher 3: Wild Hunt - Hearts of Stone;9.5;14.5;18.5;14;Xbox One
Never Alone: Foxtales;1;1;1;1;Xbox One
Neverwinter;46;87;;60.5;Xbox One
Dishonored: Definitive Edition;12.5;26;49.5;24;Xbox One
Dying Light: The Following DLC;8;15;23.5;13.5;Xbox One
Dragon Ball Xenoverse;16.5;31;104.5;27;Xbox One
Unmechanical;2.5;3;3.5;3;Xbox One
Defense Grid 2;10.5;15.5;33;13.5;Xbox One
Halo: Reach;8.5;13;61;11.5;Xbox One
Slender: The Arrival;2;2.5;3;2;Xbox One
Sherlock Holmes: Crimes and Punishments;12;12.5;14;13;Xbox One
Battlefield Hardline;7;10.5;26;8.5;Xbox One
Another World;2;2.5;2.5;2.5;Xbox One
Trials Fusion;7;25.5;61;10;Xbox One
The Legend of Korra;4;6.5;11;5.5;Xbox One
Halo 3;9;11.5;14.5;9.5;Xbox One
Life Is Strange - Episode 1: Chrysalis;3.5;;;;Xbox One
Banjo-Kazooie;10;15;15;14;Xbox One
Halo: Spartan Assault;4;5;6.5;4.5;Xbox One
CastleStorm;7;11;21.5;10;Xbox One
D4: Dark Dreams Dont Die;4;7;15;5.5;Xbox One
Halo: Combat Evolved;10;11;12;10;Xbox One
Minecraft;114.5;153.5;198;;Xbox One
Dead Rising 3;14.5;22;42;19;Xbox One
Stick it to The Man!;4.5;4.5;5.5;5;Xbox One
Halo: The Master Chief Collection;138;7;19;;Xbox One
Halo 4;8;10;35.5;9;Xbox One
Assassin's Creed: Freedom Cry;4.5;5.5;7;5.5;Xbox One
Naruto Shippuden: Ultimate Ninja Storm 4;8;13;25;10;Xbox One
Shadow Warrior (2013);12.5;15;36.5;13.5;Xbox One
The Escapists;22.5;;25.5;24.5;Xbox One
Sunset Overdrive;10;18.5;31;14;Xbox One
Chariot;15.5;25;;17.5;Xbox One
Massive Chalice;17.5;15;;17;Xbox One
Lifeless Planet;5;5;4.5;5;Xbox One
The Crew;19.5;44.5;89;29.5;Xbox One
Destiny: The Taken King;8;22.5;65.5;13;Xbox One
Middle Earth: Shadow of Mordor - Game of the Year;18;24;40.5;23;Xbox One
Assassin's Creed Chronicles: India;6;15;;6.5;Xbox One
Halo 3: ODST;7;9;22.5;8.5;Xbox One
The Walking Dead: 400 Days;1.5;1.5;1.5;1.5;Xbox One
Need for Speed: Rivals;14;21.5;39;18.5;Xbox One
Roundabout;2.5;2.5;;2.5;Xbox One
Costume Quest 2;6;7.5;9;8;Xbox One
Oxenfree;4;5;6.5;4.5;Xbox One
Banjo-Tooie;14.5;20;23;21;Xbox One
Halo 2;9;10.5;16.5;9.5;Xbox One
Mega Man 2;2.5;2.5;3.5;3;Xbox One
Max: The Curse of Brotherhood;6;7.5;9.5;7.5;Xbox One
Life Is Strange - Episode 3: Chaos Theory;3.5;;;;Xbox One
King's Quest: Chapter 1 - A Knight to Remember;7.5;;;;Xbox One
Diablo III: Reaper of Souls;8;13.5;102;16.5;Xbox One
Forza Horizon 2;17.5;27.5;85;24.5;Xbox One
Metro Redux;14;32;62.5;27;Xbox One
Magic Duels: Origins;16;11.5;;14;Xbox One
Outlast: Whistleblower DLC;2.5;3.5;4;3;Xbox One
Zombie Army Trilogy;16;18.5;;17;Xbox One
The Deer God;3;4.5;;3;Xbox One
Transformers: Devastation;5.5;8;12;6;Xbox One
Perfect Dark;9;17.5;30;14.5;Xbox One
Whispering Willows;3;2.5;3.5;3;Xbox One
Forza Motorsport 6;21;53;;29;Xbox One
Devil May Cry 4: Special Edition;8;11;;8.5;Xbox One
White Night;6;6;6;6;Xbox One
Life Is Strange - Episode 4: Dark Room;4.5;;;;Xbox One
Tembo the Badass Elephant;5;7.5;;5.5;Xbox One
Gears of War: Ultimate Edition;9;10.5;11.5;10;Xbox One
Conker's Bad Fur Day;10.5;13;11;11;Xbox One
Strike Suit Zero: Director's Cut;6;8;;6.5;Xbox One
Pneuma: Breath Of Life;2.5;4;3;3;Xbox One
Life Is Strange - Episode 2: Out of Time;3.5;;;;Xbox One
Dragon Age: Inquisition - Jaws of Hakkon DLC;6.5;10;12;10;Xbox One
Need for Speed (2015);16;25.5;26.5;21;Xbox One
Blues and Bullets;2;;;;Xbox One
Final Fantasy Type-0;29.5;74.5;;35;Xbox One
Gears of War: Judgment;7.5;8;10;7.5;Xbox One
Halo: Combat Evolved - Anniversary;10.5;12.5;23.5;11.5;Xbox One
Three Fourths Home;0.95;1;2;1.5;Xbox One
Magic: The Gathering - Duels of the Planeswalkers 2015;8.5;21;;10.5;Xbox One
Life Is Strange - Episode 5: Polarized;3.5;;;;Xbox One
Rise of the Tomb Raider - Baba Yaga: The Temple of the Witch;;2.5;2.5;2.5;Xbox One
